english,category,sources,srd_5_1,srd_5_2,proposed_zh_tw,status,notes
Wand of Magic Missiles,item,DMG; XDMG,true,true,,pending,
Wand of Paralysis,item,DMG; XDMG,true,true,,pending,
Wand of Polymorph,item,DMG; XDMG,true,true,,pending,
Wand of Secrets,item,DMG; XDMG,true,true,,pending,
Wand of the War Mage,itemGroup,DMG; XDMG,true,true,,pending,
Wand of Web,item,DMG; XDMG,true,true,,pending,
Wand of Wonder,item,DMG; XDMG,true,true,,pending,
War Pick,baseitem,PHB; XPHB,true,true,,pending,
Warden,classFeature,XPHB,false,true,,pending,
Warding Bond,spell,PHB; XPHB,true,true,,pending,
Warhammer,baseitem,PHB; XPHB,true,true,,pending,
Warhorse,item; monster,MM; PHB; XMM; XPHB,true,true,,pending,
Warhorse Skeleton,monster,MM; XMM,true,true,,pending,
Warlock,class,PHB; XPHB,true,true,,pending,
Warlock Subclass,classFeature,XPHB,false,true,,pending,
Warrior Infantry,monster,XMM,false,true,,pending,
Warrior of the Open Hand,subclass; subclassFeature,XPHB,false,true,,pending,
Warrior Veteran,monster,XMM,false,true,,pending,
Warship,item,DMG; XPHB,true,true,,pending,
Water Breathing,spell,PHB; XPHB,true,true,,pending,
Water Elemental,monster,MM; XMM,true,true,,pending,
Water Walk,spell,PHB; XPHB,true,true,,pending,
Waterskin,item,PHB; XPHB,true,true,,pending,
Way of the Open Hand,subclass; subclassFeature,PHB,true,false,,pending,
Weapon,variantrule,XPHB,false,true,,pending,
Weapon Attack,variantrule,XPHB,false,true,,pending,
Weapon Mastery,classFeature,XPHB,false,true,,pending,
Weapon Mastery Properties,entries,,false,true,,pending,
Weasel,monster,MM; XMM,true,true,,pending,
Weaver's Tools,baseitem,PHB; XPHB,true,true,,pending,
Web,spell,PHB; XPHB,true,true,,pending,
Weird,spell,PHB; XPHB,true,true,,pending,
Well of Many Worlds,item,DMG; XDMG,true,true,,pending,
Werebear,monster,MM; XMM,true,true,,pending,
Wereboar,monster,MM; XMM,true,true,,pending,
Wererat,monster,MM; XMM,true,true,,pending,
Weretiger,monster,MM; XMM,true,true,,pending,
Werewolf,monster,MM; XMM,true,true,,pending,
Wheat,item,PHB; XDMG,true,true,,pending,
Whetstone,item,PHB,true,false,,pending,
Whip,baseitem,PHB; XPHB,true,true,,pending,
Whirlwind Attack,subclassFeature,PHB,true,false,,pending,
Whispers of the Grave,optionalfeature,PHB; XPHB,true,true,,pending,
White Dragon Scale Mail,item,DMG; XDMG,true,true,,pending,
White Dragon Wyrmling,monster,MM; XMM,true,true,,pending,
Wholeness of Body,subclassFeature,PHB; XPHB,true,true,,pending,
Wight,monster,MM; XMM,true,true,,pending,
Wild Companion,classFeature,XPHB,false,true,,pending,
Wild Resurgence,classFeature,XPHB,false,true,,pending,
Wild Shape,classFeature,PHB; XPHB,true,true,,pending,
Wild Shape Improvement,classFeature,PHB,true,false,,pending,
Will-o'-Wisp,monster,MM; XMM,true,true,,pending,
Wind Fan,item,DMG; XDMG,true,true,,pending,
Wind Walk,spell,PHB; XPHB,true,true,,pending,
Wind Wall,spell,PHB; XPHB,true,true,,pending,
Winged Boots,item,DMG; XDMG,true,true,,pending,
Wings of Flying,item,DMG; XDMG,true,true,,pending,
Winter Wolf,monster,MM; XMM,true,true,,pending,
Wish,spell,PHB; XPHB,true,true,,pending,
Witch Sight,optionalfeature,PHB; XPHB,true,true,,pending,
Withdraw (Cost: 1d6),classFeature,XPHB,false,true,,pending,
Wizard,class,PHB; XPHB,true,true,,pending,
Wizard Subclass,classFeature,XPHB,false,true,,pending,
Wolf,monster,MM; XMM,true,true,,pending,
Woodcarver's Tools,baseitem,PHB; XPHB,true,true,,pending,
Wooden Staff,baseitem,PHB; XPHB,true,true,,pending,
Word of Recall,spell,PHB; XPHB,true,true,,pending,
Words of Creation,classFeature,XPHB,false,true,,pending,
Worg,monster,MM; XMM,true,true,,pending,
Wraith,monster,MM; XMM,true,true,,pending,
Wyvern,monster,MM; XMM,true,true,,pending,
Wyvern Poison,item,DMG; XDMG,true,true,,pending,
Xorn,monster,MM; XMM,true,true,,pending,
Yew Wand,item,PHB; XPHB,true,true,,pending,
You (The Deck's Owner),card,DMG,true,false,,pending,
Young Black Dragon,monster,MM; XMM,true,true,,pending,
Young Blue Dragon,monster,MM; XMM,true,true,,pending,
Young Brass Dragon,monster,MM; XMM,true,true,,pending,
Young Bronze Dragon,monster,MM; XMM,true,true,,pending,
Young Copper Dragon,monster,MM; XMM,true,true,,pending,
Young Gold Dragon,monster,MM; XMM,true,true,,pending,
Young Green Dragon,monster,MM; XMM,true,true,,pending,
Young Red Dragon,monster,MM; XMM,true,true,,pending,
Young Silver Dragon,monster,MM; XMM,true,true,,pending,
Young White Dragon,monster,MM; XMM,true,true,,pending,
Zeus,deity,PHB,true,false,,pending,
Zombie,monster,MM; XMM,true,true,,pending,
Zone of Truth,spell,PHB; XPHB,true,true,,pending,
