english,zh_tw,status,scope,first_book,first_page,first_context,occurrences,representative_source,variants
Air,氣,existing-site,heading-only,OotA,34,data/1/entries/15/entries/0,41,"A tremor causes a cave-in and traps the adventurers in a maze of tunnels with no obvious way out. With a dwindling air supply and water rising in the tunnels, the characters are forced to find a means of escape. Complicating matters, part of the maze belongs to a forgotten temple that now serves as the lair of servants of the demon lord Juiblex.",空氣
Alchemist's Fire,熾火膠,existing-site,heading-only,OotA,76,data/3/entries/15/entries/7/entries/9/entries/5/entries/0,5,A {@creature duergar alchemist|OotA} carries two vials of acid and two flasks of alchemist's fire. It uses the normal {@creature duergar} stat block but replaces the Javelin attack option with the following attack options:,熾火膠
Aljanor,阿爾詹諾,project-proposed,matching-English-source-string-only,OotA,149,data/9/entries/8/entries/4/entries/1/entries/4,8,"The leaders of the drow force are a female {@creature drow elite warrior} named Ryzliir Symryvvin and her consort, a male {@creature drow mage} named Velgor Zolond. They are joined by a prisoner in manacles—an unarmed and unarmored male human {@creature knight} of the Order of the Gauntlet named {@creature Aljanor Keenblade|OotA}. Sir Aljanor was captured during a surface raid months ago, and the drow have beaten him such that he has only 3 hit points remaining. Members of the order traveling in the party's expeditionary force recognize Sir Aljanor instantly and are {@status surprised}; they assumed he had been killed.",Aljanor;阿爾賈諾
Aljanor Keenblade,阿爾詹諾·基恩布萊德,existing-site,matching-English-source-string-only,OotA,149,data/9/entries/8/entries/4/entries/1/entries/4,1,"The leaders of the drow force are a female {@creature drow elite warrior} named Ryzliir Symryvvin and her consort, a male {@creature drow mage} named Velgor Zolond. They are joined by a prisoner in manacles—an unarmed and unarmored male human {@creature knight} of the Order of the Gauntlet named {@creature Aljanor Keenblade|OotA}. Sir Aljanor was captured during a surface raid months ago, and the drow have beaten him such that he has only 3 hit points remaining. Members of the order traveling in the party's expeditionary force recognize Sir Aljanor instantly and are {@status surprised}; they assumed he had been killed.",Aljanor Keenblade
All Roads Lead Here,條條大路通羅馬,draft-heading-proposed,heading-only,OotA,122,data/7/entries/2/entries/8/entries/3/name,1,All Roads Lead Here,條條大路通羅馬
Allied Forces,聯盟力量,draft-heading-proposed,heading-only,OotA,217,data/16/entries/2/entries/5/entries/1/name,1,Allied Forces,聯盟力量
Alternative Showdown,替代對決,draft-heading-proposed,heading-only,OotA,219,data/16/entries/4/entries/7/entries/2/name,1,Alternative Showdown,替代對決
Alustriel,艾拉斯卓,project-proposed,matching-English-source-string-only,OotA,153,data/10/entries/5/entries/3/entries/6/entries/0/rows/0/1,2,Alustriel Silverhand,Alustriel;阿魯絲翠;阿盧斯特瑞爾;阿盧絲翠;阿露絲翠;阿露絲緹爾
Alustriel Silverhand,艾拉斯卓·銀手,existing-site,matching-English-source-string-only,OotA,153,data/10/entries/5/entries/3/entries/6/entries/0/rows/0/1,2,Alustriel Silverhand,Alustriel Silverhand;艾拉斯卓·銀手
Amarith,阿瑪瑞斯,project-proposed,matching-English-source-string-only,OotA,142,data/8/entries/20/entries/3/entries/2/name,9,Amarith's Zoo,Amarith;阿瑪麗斯
Amarith Coppervein,阿瑪瑞斯·銅脈,existing-site,matching-English-source-string-only,OotA,142,data/8/entries/20/entries/3/entries/2/entries/0,2,"If {@creature Sladis Vadir|OotA} joined the party and is still around when the characters are ready to leave Mantol-Derith, he offers to guide them to a cavern roughly eight days' travel west of Mantol-Derith, along the same route the characters must travel to reach Gravenhollow. Sladis claims that the cave is home to another member of the Emerald Enclave: a dwarf named {@creature Amarith Coppervein|OotA}. This news will interest characters searching for Amarith on behalf of Morista Malkin (see {@area chapter 8|346|x}).",Amarith Coppervein
Amarith's Zoo,阿瑪瑞斯的動物園,draft-heading-proposed,heading-only,OotA,142,data/8/entries/20/entries/3/entries/2/name,1,Amarith's Zoo,阿瑪麗斯的動物園
Ambusher Lair Discoveries,伏擊者巢穴發現,draft-heading-proposed,heading-only,OotA,28,data/1/entries/10/entries/4/entries/3/name,1,Ambusher Lair Discoveries,伏擊者巢穴發現
Ambushers,伏擊者,existing-site,matching-English-source-string-only,OotA,27,data/1/entries/10/entries/4/entries/1/rows/0/1,3,Ambushers; reroll this encounter if the characters are resting,Ambushers;伏擊者
Amnian,安姆的,project-proposed,matching-English-source-string-only,OotA,141,data/8/entries/19/entries/2/entries/5,1,"Born into a wealthy family, Ghazrim has the typically smarmy demeanor of the Amnian aristocracy coupled with a biting sense of humor that he uses to diffuse tense situations. He's not afraid of a good fight but is averse to attacking a superior force. If he realizes the characters are in league with the Black Network, he offers them food, wine, and whatever else they need to complete their mission (see ""Treasure"").",Amnian
Anaya,阿納亞,draft-heading-proposed,heading-only,OotA,185,data/13/entries/13/entries/5/entries/2/name,1,Anaya,阿納亞
Andarin Zarith,安達林·札瑞斯,project-proposed,matching-English-source-string-only,OotA,153,data/10/entries/5/entries/3/entries/6/entries/0/rows/1/1,2,Andarin Zarith,Andarin Zarith
Animated Drow Statues,活化卓爾雕像,draft-heading-proposed,heading-only,OotA,96,data/5/entries/4/entries/5/entries/1/entries/0/rows/1/1,2,{@dice 1d4 + 1} {@creature Animated Armor||animated drow statues},活化卓爾雕像
Annals of History,歷史年鑑,draft-heading-proposed,heading-only,OotA,155,data/10/entries/5/entries/6/entries/2/entries/3/name,1,Annals of History,歷史年鑑
Appendix A: Modifying Backgrounds,附錄A：修改背景,draft-heading-proposed,heading-only,OotA,221,data/17/name,1,Appendix A: Modifying Backgrounds,附錄A：修改背景
Appendix B: Magic Items,附錄B：魔法物品,draft-heading-proposed,heading-only,OotA,222,data/18/name,1,Appendix B: Magic Items,附錄B：魔法物品
Appendix C: Creatures,附錄C：生物,draft-heading-proposed,heading-only,OotA,224,data/19/name,1,Appendix C: Creatures,附錄C：生物
Appendix D: Demon Lords,附錄D：惡魔領主,draft-heading-proposed,heading-only,OotA,234,data/20/name,1,Appendix D: Demon Lords,附錄D：惡魔領主
Approaching the Librarians,接近圖書館管理員,draft-heading-proposed,heading-only,OotA,156,data/10/entries/6/entries/9/name,1,Approaching the Librarians,接近圖書館管理員
Aquatic Troll,水生巨魔,existing-site,heading-only,OotA,42,data/2/entries/5/entries/3/entries/2/name,1,Aquatic Troll,水生巨魔
Araj,阿拉傑,project-proposed,matching-English-source-string-only,OotA,143,data/9/entries/1,30,"Much of this middle section of the adventure is free-form, dictated largely by the characters' decisions and tactics. The adventurers' immediate destination is the legendary library of Gravenhollow (see {@area chapter 11|3cb|x}), where they gain information that likely takes them to the tower of Araj, home of the mysterious drow archmage {@creature Vizeran DeVir|OotA}. However, the characters are free to explore and visit different places before and after they explore Gravenhollow and unlock its secrets.",Araj;阿拉吉
Araj: Vizeran's Tower,阿拉傑：維茲蘭之塔,draft-heading-proposed,heading-only,OotA,161,data/11/entries/3/name,1,Araj: Vizeran's Tower,阿拉吉：維澤蘭之塔
Araumycos,阿勞麥柯,project-proposed,matching-English-source-string-only,OotA,87,data/4/entries/12/entries/2/entries/1/entries/1,93,"If Gasbide interacts with the characters using rapport spores, it demands descriptions of surface-world structures, bristling with an excitement seldom seen in myconids. It asks for exasperatingly minor details such as the precise dimensions of bricks or the density of lumber. Gasbide reveals through the rapport that it dreams of building a fungal tower ""even greater than Yggmorgus."" It hopes to break through the Underdark to the surface world, possibly ""with the aid of Araumycos."" Gasbide has no conscious knowledge of what Araumycos is, sensing only that it is part of the great celebration to come. See ""{@area Yggmorgus|257|x}"" (at the end of this chapter) and chapter 16, ""{@adventure The Fetid Wedding|OotA|15},"" for more information.",Araumycos;阿勞麥柯;阿拉米科斯;阿勞米科斯;阿拉米克斯;阿拉繆寇斯
Araumycos Encounters,阿勞麥柯遭遇,draft-heading-proposed,heading-only,OotA,210,data/15/entries/4/entries/1/entries/1,3,"Once the characters enter Araumycos's territory, use the Araumycos Encounters table instead of the random encounter tables in {@area chapter 2|07f|x}. While the characters are in Araumycos's domain, check for a random encounter twice per day: once while they are traveling, and again while they are camped or resting.",阿拉米科斯遭遇
Araumycos: General Features,阿勞麥柯：一般特徵,draft-heading-proposed,heading-only,OotA,209,data/15/entries/3/entries/3/entries/2/name,1,Araumycos: General Features,阿拉米科斯：一般特徵
Arcane Brotherhood,奧法兄弟會,project-proposed,matching-English-source-string-only,OotA,123,data/7/entries/2/entries/9/entries/4/entries/2,2,"When the mages of the Arcane Brotherhood first tapped into Maegera's power, they used water magic to bind elementals that cooled the primordial's rage and kept it asleep. This bond lasted for centuries until the channels of water were closed through trickery by agents of Thay. With the pit's cooling mechanism shut down, Maegera stirred in its slumber, and its dream of ruination was enough to destroy Gauntlgrym.",Arcane Brotherhood;奧術兄弟會;秘法學派;奧秘兄弟會
Archives,檔案館,draft-heading-proposed,heading-only,OotA,152,data/10/entries/5/entries/1,15,"Each room on each level of Gravenhollow is part of either the Archives of the Past, the Archives of the Present, or the Archives of the Future. Galeb duhr assistants pick up tablets as Gravenhollow's three stone giant librarians carve and catalog them, but the classification system the giants use to organize the library's information is known only to them.",檔案館
Archives of the Future,未來檔案館,draft-heading-proposed,heading-only,OotA,152,data/10/entries/5/entries/1,4,"Each room on each level of Gravenhollow is part of either the Archives of the Past, the Archives of the Present, or the Archives of the Future. Galeb duhr assistants pick up tablets as Gravenhollow's three stone giant librarians carve and catalog them, but the classification system the giants use to organize the library's information is known only to them.",未來檔案館
Archives of the Past,過去的檔案館,draft-heading-proposed,heading-only,OotA,152,data/10/entries/5/entries/1,3,"Each room on each level of Gravenhollow is part of either the Archives of the Past, the Archives of the Present, or the Archives of the Future. Galeb duhr assistants pick up tablets as Gravenhollow's three stone giant librarians carve and catalog them, but the classification system the giants use to organize the library's information is known only to them.",過去的檔案館
Archives of the Present,當前檔案館,draft-heading-proposed,heading-only,OotA,152,data/10/entries/5/entries/1,4,"Each room on each level of Gravenhollow is part of either the Archives of the Past, the Archives of the Present, or the Archives of the Future. Galeb duhr assistants pick up tablets as Gravenhollow's three stone giant librarians carve and catalog them, but the classification system the giants use to organize the library's information is known only to them.",當前檔案館
Areas of Velkynvelve,維爾京維爾夫區域,draft-heading-proposed,heading-only,OotA,11,data/0/entries/9/entries/5/name,1,Areas of Velkynvelve,維爾金維爾夫區域
Areas of the Tunnels,隧道區域,draft-heading-proposed,heading-only,OotA,69,data/3/entries/15/entries/7/name,1,Areas of the Tunnels,隧道區域
Armor,護甲,existing-site,heading-only,OotA,14,data/0/entries/9/entries/5/entries/9/entries/3,37,"The tower's upper chamber stores extra arms and armor for the outpost. Characters who gain entrance to the armory can easily loot it (see ""Treasure"").",護甲
Arrival,抵達,draft-heading-proposed,heading-only,OotA,15,data/0/entries/9/entries/5/entries/13/entries/2,28,"The inhabitants of Velkynvelve remain unaware that the recent arrival of the demon lord Juiblex in the Underdark has made this ooze particularly aggressive and malevolent. In addition to attacking any creature in the pool, the ooze surges up to 10 feet out of the pool to attack creatures at its edge. When it does so, creatures within 30 feet of the ooze telepathically sense a voice cry out, ""Flesh for the Faceless Lord!""",抵達
Arriving at Blingdenstone,抵達布靈登石城,draft-heading-proposed,heading-only,OotA,96,data/5/entries/4/entries/4/name,1,Arriving at Blingdenstone,抵達布靈登石
Arriving at the Grove,抵達林間空地,draft-heading-proposed,heading-only,OotA,84,data/4/entries/5/name,1,Arriving at the Grove,抵達林間空地
Arriving in Gracklstugh,到達格拉克斯圖格,draft-heading-proposed,heading-only,OotA,51,data/3/entries/4/entries/6/name,2,Arriving in Gracklstugh,到達格拉克斯特夫
Art Directors,藝術指導,draft-heading-proposed,heading-only,OotA,,data/22/entries/1/items/9/name,1,Art Directors,藝術指導
Art Objects,藝術品,draft-heading-proposed,heading-only,OotA,43,data/2/entries/5/entries/3/entries/15/entries/0/rows/2/1,3,"Sunken, sealed sarcophagus containing a {@creature mummy} and {@dice 1d4} art objects (roll on the 250 gp Art Objects table in {@book chapter 7|DMG|7|Random Treasure} of the {@i Dungeon Master's Guide})",藝術品
Asha,阿莎,project-proposed,matching-English-source-string-only,OotA,8,data/0/entries/7/entries/4/entries/3/items/0,24,"There are nineteen drow at the outpost, including Ilvara, Shoor, and Jorlan, as well as another priestess named Asha. There are also a dozen quaggoths and a number of giant spiders.",Asha
Asha Vandree,阿莎·範德里,existing-site,matching-English-source-string-only,OotA,9,data/0/entries/8/entries/0,6,"The garrison at Velkynvelve consists of twelve {@creature drow}, five {@creature Drow Elite Warrior||drow elite warriors}, a junior drow priestess named {@creature Asha Vandree|OotA|Asha} (use the {@creature priest} stat block in the {@i Monster Manual}, but add the Fey Ancestry, Innate Spellcasting, and Sunlight Sensitivity features of the {@creature drow} stat block), and the outpost's commander, a senior {@creature drow priestess of Lolth} named Ilvara. The drow have the assistance of a pack of twelve {@creature Quaggoth||quaggoths} and six trained {@creature Giant Spider||giant spiders}.",Asha Vandree;阿莎·範德里
Assassins Interrupted,刺客被打斷,draft-heading-proposed,heading-only,OotA,62,data/3/entries/9/entries/9/entries/2/name,1,Assassins Interrupted,刺客被打斷
Attacking in Force,集體進攻,draft-heading-proposed,heading-only,OotA,144,data/9/entries/4/entries/2/name,1,Attacking in Force,集體進攻
Audience with Bruenor,與布魯諾會面,draft-heading-proposed,heading-only,OotA,121,data/7/entries/1/entries/5/entries/0,3,"Once the characters arrive at the gates of Gauntlgrym, they are welcomed as the king's guests and escorted into the underground city, through the Vault of Kings (see below), and shown to guest quarters. The dwarves of Gauntlgrym take matters of hospitality seriously, ensuring that the adventurers are offered food, drink, and a chance to rest and refresh themselves before their audience with the king (see ""Audience with Bruenor"" under ""Events in Gauntlgrym"").",與布魯諾會面
Audience with Karazikar,與卡拉茲卡爾會面,draft-heading-proposed,heading-only,OotA,176,data/12/entries/7/entries/3/entries/4/name,1,Audience with Karazikar,與卡拉茲卡爾會面
Audience with the Deepking,與深王的會面,draft-heading-proposed,heading-only,OotA,82,data/3/entries/17/entries/4/name,2,Audience with the Deepking,與深王的會面
Audience with the Stonespeaker,與石語者會面,draft-heading-proposed,heading-only,OotA,65,data/3/entries/13/entries/2/name,1,Audience with the Stonespeaker,與石語者會面
Awakened Zurkhwoods,覺醒的扎爾克林地生物,draft-heading-proposed,heading-only,OotA,84,data/4/entries/4/entries/4/entries/3/entries/0/rows/10/1,8,{@dice 1d4} {@creature Awakened Zurkhwood|OotA|awakened zurkhwoods}* (see {@adventure appendix C|OotA|19}),覺醒的扎爾克林地生物
Baatral,巴特瑞爾,draft-heading-proposed,heading-only,OotA,185,data/13/entries/13/entries/5/entries/3/name,1,Baatral,巴特瑞爾
Back in Operation,重新運營,draft-heading-proposed,heading-only,OotA,124,data/7/entries/2/entries/9/entries/5/name,1,Back in Operation,重新運營
Bad Dreams,噩夢,draft-heading-proposed,heading-only,OotA,9,data/0/entries/7/entries/6/name,1,Bad Dreams,噩夢
Baenre,班瑞,project-proposed,matching-English-source-string-only,OotA,52,data/3/entries/4/entries/7/entries/6/entries/0/rows/0/1,67,House Baenre,Baenre;貝恩雷;巴恩瑞;拜恩;拜爾;巴恩
Baiting the Hook,設定誘餌,draft-heading-proposed,heading-only,OotA,46,data/2/entries/12/entries/2/name,1,Baiting the Hook,設定誘餌
Bandersnatches,班德斯納奇,draft-heading-proposed,heading-only,OotA,202,data/14/entries/9/entries/12/entries/3/entries/0/rows/0/1,5,Bandersnatches,班德斯納奇
Bane,班恩,project-proposed,heading-only,OotA,96,data/5/entries/4/entries/5/entries/2/entries/0,24,"Once part of a expedition from Menzoberranzan, these drow were {@condition petrified} by a medusa and later animated by Ogrémoch's Bane (see ""{@area Settlers, Squatters, and Invaders|27a|x}"" later in this chapter). They have the statistics of {@creature animated armor}, except they are elementals instead of constructs.",
Baphomet,巴弗滅,existing-site,matching-English-source-string-only,OotA,155,data/10/entries/5/entries/6/entries/3/entries/3/entries/0,15,"Reading the tablets in these archives provides a good overview of what is going on in the Underdark at the present time. The latest news has a delay of a few days and is often incomplete, becoming more detailed as Urmas obtains more information from his messengers and informants. The reports about the demons' invasion are sketchy and incomplete, but characters can still get a rough idea about which demon lord arrived where. They can learn that Zuggtmoy might be on the move to an undisclosed location, or follow the ravaging paths of Yeenoghu and Baphomet as they gather and rally the races that worship them. Unlike the bits and pieces of news about the other demon lords, a significant amount of information is known about the cults of Demogorgon festering under Gracklstugh, as events there directly affect the resident stone giant clan.",Baphomet;巴弗梅特;巴菲門特;巴菲米特
