context,page,type,classification_confidence,english,zh_tw
data/1/entries/2/entries/1/items/0,5,NARRATIVE,0.8,Half a million gold coins are hidden somewhere in Waterdeep. Many individuals know about the cache and are looking for it. Adventurers can join the hunt and prevent the cache from falling into evil hands.,五十萬金幣被藏在深水城的某個地方。許多人知道這個藏寶地點，並且正在尋找它。冒險者可以加入這場搜尋，並阻止寶藏落入邪惡之手。
data/1/entries/2/entries/1/items/1,5,DM_INSTRUCTION,0.85,"The city is threatened by escalating tension between two power groups that is on the verge of flaring into violence. The Zhentarim, a shadowy network of mercenaries, and {@creature Xanathar|WDH}, the beholder crime lord of Waterdeep, are at odds, and when they clash, the characters are pulled into the conflict.",城市正受到兩個權力集團之間不斷升級的緊張局勢威脅，這種緊張局勢即將爆發成暴力衝突。散塔林會，一個由僱傭兵組成的神秘網路，以及{@creature Xanathar|WDH|姍娜薩}，深水城的眼魔犯罪領主，兩者之間存在分歧，當他們發生衝突時，角色們被捲入了這場紛爭。
data/1/entries/2/entries/2/name,5,HEADING_LABEL,0.99,Cache of Dragons,龍金劫
data/1/entries/2/entries/2/entries/0,5,NARRATIVE,0.8,"In Waterdeep, a gold coin is called a dragon. Before he was ousted from his position as the Open Lord of Waterdeep, Dagult Neverember embezzled half a million dragons and hid them in a secret vault. As a security precaution, he arranged for all knowledge of the vault's location and defenses to be magically erased from his mind and the minds of his subordinates. The wizard who performed the procedure trapped this knowledge within an artifact called the {@item Stone of Golorr|WDH}. The wizard disappeared shortly thereafter, and Dagult hid the stone in the Palace of Waterdeep.",在深水城，金幣被稱為龍幣。在他被趕下深水城公開領主的位置之前，達格魯特·無燼侵吞了五十萬龍幣，並把它們藏在了一個秘密金庫中。作為安全措施，他安排將金庫的位置和防禦措施的所有知識從他和他的下屬的記憶中魔法抹除。執行這個程式的法師將這些知識困在了一個叫做{@item Stone of Golorr|WDH|格洛爾之石}的神器中。法師不久後消失了，達格魯特將這塊石頭藏在了深水宮裡。
data/1/entries/2/entries/2/entries/1,5,NARRATIVE,0.8,Dagult was off rebuilding the city of Neverwinter when the other Lords of Waterdeep voted him out of office. He immediately made plans to retrieve the {@item Stone of Golorr|WDH} and smuggle his cache of dragons out of Waterdeep. His spies plucked the stone from the palace but were killed while trying to leave the city. The stone was stolen and passed from one hand to another like a common jewel until it wound up in the clutches of {@creature Xanathar|WDH}.,當其他深水城的領主投票罷免達格魯特的職位時，他正在重建無冬城。他立即計劃取回{@item Stone of Golorr|WDH|格洛爾之石}並將他的龍類寶藏走私出深水城。他的間諜從宮殿中盜走了寶石，但在試圖離開城市時被殺。這塊寶石像普通珠寶一樣被偷來偷去，直到落入{@creature Xanathar|WDH|姍娜薩}的手中。
data/1/entries/2/entries/2/entries/2,5,NARRATIVE,0.8,"The {@item Stone of Golorr|WDH} is actually an aboleth transformed by magic. In this inanimate state, the aboleth can read the mind of any creature that attunes to the stone, as well as modify that creature's memory. A creature attuned to the stone can also extract information from the aboleth, including lore about Neverember's vault.",{@item Stone of Golorr|WDH|格洛爾之石}實際上是一個被魔法轉化的底棲魔魚。在這種無生命的狀態下，底棲魔魚可以讀取任何與石頭調諧的生物的思想，並修改該生物的記憶。與石頭調諧的生物也可以從底棲魔魚那裡提取資訊，包括關於無燼寶庫的知識。
data/1/entries/2/entries/2/entries/3,5,NARRATIVE,0.8,"Built long ago by dwarves, the vault is warded against all forms of magical detection and intrusion. Its current protector is an adult gold dragon named {@creature Aurinax|WDH}, who is also the current wielder and guardian of the {@item dragonstaff of Ahghairon|WDH}, which has the power to prevent other dragons from entering the city. In exchange for the staff, {@creature Aurinax|WDH} promised to guard the gold until such time as Neverember or his appointed vassals removed it.",很久以前由矮人建造的金庫，被施加了防止所有形式的魔法偵測和入侵的保護。它現在的守護者是一條成年金龍，名為{@creature Aurinax|WDH|奧瑞納克斯}，它同時也是{@item dragonstaff of Ahghairon|WDH|阿蓋爾倫的龍杖}的當前持有者和守護者，這根法杖擁有阻止其他龍進入城市的力量。作為交換法杖的條件，{@creature Aurinax|WDH|奧瑞納克斯}承諾將守護這些金子，直到無燼或他指定的封臣將其移走。
data/1/entries/2/entries/3/name,5,HEADING_LABEL,0.99,Using the Poster Map,使用海報地圖
data/1/entries/2/entries/3/entries/0,5,NARRATIVE,0.8,The {@adventure map in the back of this book|WDH|14} has the city of Waterdeep on both sides. One side can be shown to players. The other side is for the DM and includes tags marking important locations in the adventure.,本書末尾的{@adventure 本書末尾的地圖|WDH|14}兩面都印有深水城。其中一面可向玩家展示。另一面供地下城主使用，上面標記了冒險中重要位置的標籤。
data/1/entries/2/entries/4/name,5,HEADING_LABEL,0.99,War in the Streets,街頭戰爭
data/1/entries/2/entries/4/entries/0,5,NARRATIVE,0.8,"Beneath the city streets lurks a criminal underworld, its leader a beholder called {@creature Xanathar|WDH}. Hoping to gain a political foothold in Waterdeep, agents of the Zhentarim (also known as the Black Network) recently tried to ally their organization with the Xanathar Guild. The architect of this attempt was a clone of the wizard {@creature Manshoon|WDH}, a founder of the Black Network long thought dead.",在城市街道之下潛伏著一個罪犯的陰暗世界，其領導者是一個名為{@creature Xanathar|WDH|姍娜薩}的眼魔。希望在深水城中獲得政治基礎的散塔林會（也被稱為黑網）的代理人最近試圖將其組織與姍娜薩公會結盟。這次嘗試的策劃者是巫師{@creature Manshoon|WDH|曼松}的一個克隆體，他是黑網的創始人，長期以來被認為已經死亡。
data/1/entries/2/entries/4/entries/1,5,NARRATIVE,0.8,"While the two sides were negotiating in {@creature Xanathar|WDH}'s lair, the {@item Stone of Golorr|WDH} suddenly disappeared from where {@creature Xanathar|WDH} had hidden it. The paranoid beholder accused the Black Network of stealing it and slew the Zhentarim envoys who were present. When the Zhents retaliated by attacking Xanathar Guild outposts, {@creature Xanathar|WDH} took their actions as confirmation of the Black Network's vile intentions. Now the bad blood between the Zhentarim and {@creature Xanathar|WDH} has begun to spill into the streets, threatening peace throughout the city.",當雙方在{@creature Xanathar|WDH|姍娜薩}的巢穴中進行談判時，{@item Stone of Golorr|WDH|格洛爾之石}突然從{@creature Xanathar|WDH|姍娜薩}藏匿它的地方消失了。這個多疑的眼魔指責黑網偷走了它，並殺死了在場的散塔林會使者。當散塔林會透過襲擊姍娜薩公會的據點進行報復時，{@creature Xanathar|WDH|姍娜薩}將他們的行為視為黑網邪惡意圖的確認。如今，散塔林會與{@creature Xanathar|WDH|姍娜薩}之間的仇恨已經開始蔓延到街頭，威脅著整個城市的和平。
data/1/entries/2/entries/4/entries/2,5,NARRATIVE,0.8,"Who actually stole the {@item Stone of Golorr|WDH}? The answer: a rock gnome named Dalakhar. After Lord Neverember used magic to discern the gemstone's location, he sent forth a succession of spies to infiltrate {@creature Xanathar|WDH}'s lair and obtain it. Dalakhar succeeded where many others before him had failed, but his success turns out to be short-lived.",到底是誰偷走了{@item Stone of Golorr|WDH|格洛爾之石}？答案是：一個名叫達拉卡爾的岩石侏儒。在無燼領主使用魔法確定了寶石的位置後，他派出一系列的間諜潛入{@creature Xanathar|WDH|姍娜薩}的巢穴並取得它。達拉卡爾在他之前的許多人失敗的地方成功了，但他的成功最終證明是短暫的。
data/1/entries/2/entries/5/name,5,HEADING_LABEL,0.99,Volo's Quest,瓦羅的任務
data/1/entries/2/entries/5/entries/0,5,DM_INSTRUCTION,0.85,"The Yawning Portal serves as the default starting point for this story. One of the first people the adventurers meet there is Volothamp Geddarm. He has just returned from a tour promoting his latest book, {@book Volo's Guide to Monsters|vgm}, and he has a quest for the characters.",呵欠之門是本次故事的預設起始地點。冒險者們在那裡最先遇到的人之一是瓦羅贊普·格達姆。他剛剛完成了推廣新書{@book 瓦羅怪物指南|vgm}的巡迴宣傳活動，並有一個任務要交給玩家們。
data/1/entries/2/entries/5/entries/1,5,DM_INSTRUCTION,0.85,"One of Volo's friends, a handsome simpleton named {@creature Floon Blagmaar|WDH}, has disappeared, seemingly kidnapped. The search for Floon leads to the revelation that he was caught up in a case of mistaken identity, and the characters are actually looking for two victims. The intended target was Lord Neverember's estranged son, {@creature Renaer Neverember|wdh}. Agents of the Zhentarim waylaid him because they want to know everything that Renaer knows about the cache of dragons. (Unfortunately for them, Renaer is ignorant of the cache and its whereabouts). If the characters rescue him, Renaer proves to be a worthy ally to adventurers hoping to make a name for themselves in Waterdeep.",瓦羅的一個朋友，一個名叫{@creature Floon Blagmaar|WDH|福盧恩·布拉格瑪}的英俊傻瓜失蹤了，似乎被綁架了。尋找福盧恩的行動揭示了他被捲入了身份錯誤的情況下，實際上角色們正在尋找兩名受害者。真正的目標是洛斯諾布勳爵疏遠的兒子{@creature Renaer Neverember|wdh|瑞納爾·無燼}。散塔林會的特工攔截了他，因為他們想知道瑞納爾所掌握的關於龍金劫的一切。（對他們來說不幸的是，瑞納爾對寶藏及其所在位置一無所知）。如果角色們救了他，瑞納爾將證明自己是那些希望在深水城揚名立萬的冒險者們值得信賴的盟友。
data/1/entries/2/entries/5/entries/2,5,DM_INSTRUCTION,0.85,"As a reward for rescuing Floon, Volo gives adventurers the deed to a building in the North Ward that looks out onto a wide cul-de-sac hemmed in by old residences and shops. The property used to be a tavern with a residence on the upper floors. The tavern has been closed for years, and the residence is haunted by a poltergeist that the characters can lay to rest.",作為救援福盧恩的獎勵，瓦羅給冒險者們提供了位於北區的一棟建築的產權，這棟建築俯瞰著一個被舊住宅和商店包圍的寬闊死衚衕。該物業過去曾是一家酒館，上面幾層是住宅。酒館已經關閉多年，而住宅被一個作祟幽靈鬧鬼，角色們可以讓它安息。
data/1/entries/2/entries/6/name,6,HEADING_LABEL,0.99,Ahghairon's Dragonward,阿蓋爾倫的龍之結界
data/1/entries/2/entries/6/entries/0,6,NARRATIVE,0.8,Waterdeep is blanketed by an undispellable magical effect called {@i Ahghairon's dragonward}. The effect originates from somewhere under Ahghairon's Tower in the Castle Ward and is permanent. Dragons and all other creatures of the dragon type are physically unable to enter the city (or its sewers) as long as the dragonward persists. The effect doesn't extend to the harbor or into Undermountain.,深水城被一種不可解除的魔法效應所覆蓋，稱為{@i 阿蓋爾倫的龍之結界}。這種效應源自城堡區阿蓋爾倫塔下的某處，並且是永久性的。只要龍之結界存在，龍類以及所有其他龍類生物都無法物理上進入城市（或其下水道）。這種效應並不會延伸到港口或地脈迷城。
data/1/entries/2/entries/6/entries/1,6,NARRATIVE,0.8,"A creature of the dragon type that is touched by the {@item dragonstaff of Ahghairon|WDH} (see {@adventure appendix A|WDH|11}) can ignore {@i Ahghairon's dragonward} and move through the city freely. The effect lasts until the creature is touched again by the staff, or until the passage of a period of time specified by one who is attuned to the staff.",被{@item dragonstaff of Ahghairon|WDH|阿蓋爾倫的龍杖}（見{@adventure 附錄A|WDH|11}）觸碰的龍類生物可以無視{@i 阿蓋爾倫的龍之結界}，並在城市中自由移動。該效果持續到生物再次被龍杖觸碰，或與龍杖調諧者指定的時間結束為止。
data/1/entries/2/entries/6/entries/2,6,NARRATIVE,0.8,"The {@i dragonstaff} is currently in the possession of an adult gold dragon named {@creature Aurinax|WDH} (see {@adventure appendix B|WDH|12}), who guards a hidden vault under the city.",{@i 龍杖}目前由一隻名為{@creature Aurinax|WDH|奧瑞納克斯}的成年金龍持有（見{@adventure 附錄 B|WDH|12}），他守護著城市地下的一個隱秘金庫。
data/1/entries/2/entries/7/name,6,HEADING_LABEL,0.99,Fireball!,火球術！
data/1/entries/2/entries/7/entries/0,6,DM_INSTRUCTION,0.85,"As time goes on, the characters attract the attention of local factions hoping to recruit them while they settle into the city. Eventually, these relatively peaceful times are shattered when a fireball detonates near their new residence. The characters are swept up in the aftermath of this horrific event and can try to get to the bottom of it. Who cast the {@spell fireball} spell and why? Who was the intended target? They can investigate the incident on behalf of a guild or a faction, or they can become involved for reasons of their own.",隨著時間的推移，角色們吸引了當地派系的注意，這些派系希望在他們定居城市時招募他們。最終，這些相對和平的時光被一顆火球在他們新居附近爆炸所打破。角色們被捲入了這一可怕事件的餘波中，並可以嘗試查明真相。是誰施放了{@spell fireball||火球術}法術？為什麼？目標是誰？他們可以代表某個公會或派系調查這一事件，或者出於自己的原因參與其中。
data/1/entries/2/entries/7/entries/1,6,DM_INSTRUCTION,0.85,"One casualty of the fireball is in fact its intended target: Lord Neverember's spy, Dalakhar. Whoever killed the gnome now has the {@item Stone of Golorr|WDH}, the key to finding the lost cache of dragons. One way or another, depending on the alliances-and the enemies-they have made in the city, the characters become embroiled in the chase for the stone and the hoard it protects.",火球的一名受害者實際上是其預定目標：無燼領主的間諜，達拉卡爾。無論是誰殺死了這個侏儒，現在都擁有了{@item Stone of Golorr|WDH|格洛爾之石}，這是找到龍類遺失寶藏的關鍵。無論如何，根據他們在城市中建立的聯盟——以及他們所樹的敵，角色們捲入了對這塊石頭及其所保護的財寶的追逐之中。
data/1/entries/3/name,6,HEADING_LABEL,0.99,Choose Your Villain,選擇你的反派
data/1/entries/3/entries/0,6,DM_INSTRUCTION,0.85,"When you run this adventure, you choose its main villain at the outset. Your choice determines the season of the year in which the story takes place, as well as the antagonists in several of the encounters in chapter 4. The villain you choose opposes the player characters, while the villains you don't choose become part of the backdrop and could help the characters or hinder them.",當你進行這個冒險時，你需要在開始時選擇主要的反派角色。你的選擇決定了故事發生的一年中的季節，以及第4章中一些遭遇的對手。你選擇的反派角色會與玩家角色作對，而你沒有選擇的反派角色則成為背景的一部分，他們可能會幫助角色或阻礙他們。
data/1/entries/3/entries/1,6,DM_INSTRUCTION,0.85,"As another unusual feature of this adventure, the villains aren't meant to be killed, nor are they out to kill the player characters. The villains are after a treasure hoard, and the adventurers' ultimate goal is to keep the treasure out of their clutches.",作為這次冒險的一個不尋常特點，反派角色並不是為了被殺死，他們也不打算殺死玩家角色。反派角色在追尋一批寶藏，而冒險者的最終目標是阻止寶藏落入他們的手中。
data/1/entries/3/entries/2,6,DM_INSTRUCTION,0.85,"You can swap out one villain for another at any time. For example, if you decide halfway through the adventure that because of how the story has progressed {@creature Jarlaxle Baenre|WDH} would make a better antagonist than {@creature Xanathar|WDH}, you can make that change on the fly and run subsequent encounters accordingly.",你可以隨時將一個反派替換為另一個。例如，如果你在冒險中途決定，由於故事的發展，{@creature Jarlaxle Baenre|WDH|賈拉索·班瑞}會比{@creature Xanathar|WDH|姍娜薩}更適合作為反派，你可以立即進行這種調整，並相應地安排後續的遭遇戰。
data/1/entries/3/entries/3,6,NARRATIVE,0.8,Each villain is fully described in appendix B and summarized below.,每個反派角色在附錄B中有詳細描述，並在下文進行了總結。
data/1/entries/3/entries/4/name,6,HEADING_LABEL,0.99,Xanathar,姍娜薩
data/1/entries/3/entries/4/entries/0,6,NARRATIVE,0.8,"{@creature Xanathar|WDH} is a paranoid, megalomaniacal beholder crime lord whose goal is to wipe out anyone it perceives as a Zhentarim operative or sympathizer, retrieve the {@item Stone of Golorr|WDH}, and secure the cache of dragons. Its base is a dungeon under Skullport, a subterranean settlement beneath Waterdeep. This lair is described in chapter 5.",{@creature Xanathar|WDH|姍娜薩} 是一個多疑、狂妄自大的眼魔犯罪領主，其目標是消滅所有它認為是散塔林會行動人員或同情者的人，奪回{@item Stone of Golorr|WDH|格洛爾之石}，並確保龍幣寶藏。它的基地是位於骷髏港下的地牢，骷髏港是深水城下面的一個地下定居點。這個巢穴在第5章中有描述。
data/1/entries/3/entries/4/entries/1,6,NARRATIVE,0.8,"{@creature Xanathar|WDH} has a healthy fear of {@creature Laeral Silverhand|WDH} and is inclined to spare those in her employ, to avoid provoking a conflict with Waterdeep's Open Lord. Adventurers who incur the wrath of the beholder can use its fear of Laeral to escape certain death.",{@creature Xanathar|WDH|姍娜薩}對{@creature Laeral Silverhand|WDH|萊拉·銀手}有著深深的忌憚，往往會放過她的下屬，以避免與深水城公開領主發生衝突。招致眼魔之怒的冒險者可以利用它對萊拉的恐懼來逃過一劫。
data/1/entries/3/entries/4/entries/2,6,DM_INSTRUCTION,0.85,"If you choose {@creature Xanathar|WDH} as the villain, the adventure takes place in the spring.",如果你選擇{@creature Xanathar|WDH|姍娜薩}作為反派，冒險將在春天展開。
data/1/entries/3/entries/5/name,6,HEADING_LABEL,0.99,The Cassalanters,卡薩蘭特家族
data/1/entries/3/entries/5/entries/0,6,NARRATIVE,0.8,"Victoro and {@creature Ammalia Cassalanter|WDH} are Waterdavian nobles and secret devil worshipers. The Cassalanters plan to use the cache of dragons to buy back the souls of their children, which they traded to Asmodeus for power. Their estate, Cassalanter Villa, has a temple of Asmodeus hidden underneath it, as described in chapter 6.",維克托羅和{@creature Ammalia Cassalanter|WDH|阿瑪利亞·卡薩蘭特}是深水城的貴族，也是秘密崇拜魔鬼的人。卡薩蘭特家族計劃使用龍幣寶藏來贖回他們孩子的魂魄，他們曾將孩子們的魂魄交易給阿斯蒙蒂斯以換取力量。他們的莊園，卡薩蘭特別墅，下面隱藏著一個阿斯蒙蒂斯的神廟，如第6章所述。
data/1/entries/3/entries/5/entries/1,6,DM_INSTRUCTION,0.85,"The Cassalanters try to misdirect and discredit the characters rather than murder them. Victoro and Ammalia rely on their noble status to protect them, and the last thing they want is the City Watch on their doorstep.",卡薩蘭特家族試圖誤導和詆譭角色們，而不是殺害他們。維克托羅和阿瑪利亞依靠他們的貴族地位來保護自己，他們最不想看到的就是城市守衛出現在他們的家門口。
data/1/entries/3/entries/5/entries/2,6,DM_INSTRUCTION,0.85,"If you choose the Cassalanters as the villains, the adventure takes place in the summer.",如果你選擇卡薩蘭特家族作為反派，冒險故事發生在夏天。
data/1/entries/3/entries/6/name,6,HEADING_LABEL,0.99,Jarlaxle Baenre,賈拉索·班瑞
data/1/entries/3/entries/6/entries/0,6,NARRATIVE,0.8,"{@creature Jarlaxle Baenre|WDH} is a drow swashbuckler and the secret lord of Luskan, the City of Sails. Jarlaxle plans to use the cache of dragons to buy his way into the Lords' Alliance, a confederation of cities and towns that band together against common threats. Jarlaxle also wants the {@item dragonstaff of Ahghairon|WDH} for leverage in his negotiations. In the magical guise of a human sea captain named Zardoz Zord, Jarlaxle runs a traveling carnival called the Sea Maidens Faire and lairs aboard a ship in Waterdeep's harbor that has a submarine (the {@i Scarlet Marpenoth}) underneath it, as described in chapter 7.",{@creature Jarlaxle Baenre|WDH|賈拉索·班瑞} 是一個黑暗精靈冒險家，也是帆之城路斯坎的秘密領主。賈拉索計劃使用龍幣寶藏來購買進入領主聯盟的方式，領主聯盟是一個城市和小鎮的聯盟，他們聯合起來對抗共同的威脅。賈拉索還想要{@item dragonstaff of Ahghairon|WDH|阿蓋爾倫的龍杖}作為他在談判中的籌碼。以一個名叫扎多茲·佐德的人類船長的魔法偽裝下，賈拉索經營著一個名為海之少女嘉年華的旅行嘉年華，並在深水城港口的一艘船上設有巢穴，這艘船下面有一艘潛水艇（{@i 緋紅瑪佩諾斯}），如第7章所述。
