english,category,classes,subclasses,sources,editions,occurrences,first_file,first_json_pointer,representative_context,proposed_zh_tw,alternative_zh_tw,status,translation_source,confidence,notes,final_zh_tw,final_source
Eldritch Invocations,class-feature,Warlock,,PHB; XPHB,classic-or-other; one,2,data/class/class-warlock.json,/classFeature/2/name,class-feature: Eldritch Invocations,魔能祈喚,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,魔能祈喚,5eclone.pingstudio.tw (legacy exact ENG_name match)
Eldritch Master,class-feature,Warlock,,PHB; XPHB,classic-or-other; one,2,data/class/class-warlock.json,/classFeature/17/name,class-feature: Eldritch Master,魔能大師,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,魔能大師,5eclone.pingstudio.tw (legacy exact ENG_name match)
Eldritch Versatility,class-feature,Warlock,,TCE,classic-or-other,1,data/class/class-warlock.json,/classFeature/5/name,class-feature: Eldritch Versatility,魔能選項,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,魔能選項,5eclone.pingstudio.tw (legacy exact ENG_name match)
Elemental Fury,class-feature,Druid,,XPHB,one,1,data/class/class-druid.json,/classFeature/30/name,class-feature: Elemental Fury,,,pending,,0.50,,元素之怒,shuaishuaidnd.cn + OpenCC s2twp
Elusive,class-feature,Rogue,,PHB; XPHB,classic-or-other; one,2,data/class/class-rogue.json,/classFeature/20/name,class-feature: Elusive,捉摸不定,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,捉摸不定,5eclone.pingstudio.tw (legacy exact ENG_name match)
Empowered Spells,class-feature,Spellcaster Sidekick,,TCE,classic-or-other,1,data/class/class-sidekick.json,/classFeature/25/name,class-feature: Empowered Spells,增強法術,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,增強法術,5eclone.pingstudio.tw (legacy exact ENG_name match)
Empowered Strikes,class-feature,Monk,,XPHB,one,1,data/class/class-monk.json,/classFeature/51/name,class-feature: Empowered Strikes,,,pending,,0.50,,真力注拳,shuaishuaidnd.cn + OpenCC s2twp
Empty Body,class-feature,Monk,,PHB,classic-or-other,1,data/class/class-monk.json,/classFeature/31/name,class-feature: Empty Body,空靈體,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,空靈體,5eclone.pingstudio.tw (legacy exact ENG_name match)
Epic Boon,class-feature,Artificer; Barbarian; Bard; Cleric; Druid; Fighter; Monk; Paladin; Ranger; Rogue; Sorcerer; Warlock; Wizard,,EFA; XPHB,classic-or-other; one,13,data/class/class-artificer.json,/classFeature/17/name,class-feature: Epic Boon,,,pending,,0.50,,傳奇恩惠,shuaishuaidnd.cn + OpenCC s2twp
Evasion,class-feature,Expert Sidekick; Monk; Rogue,,PHB; TCE; XPHB,classic-or-other; one,5,data/class/class-monk.json,/classFeature/19/name,class-feature: Evasion,反射閃避,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,反射閃避,5eclone.pingstudio.tw (legacy exact ENG_name match)
Expertise,class-feature,Bard; Expert Sidekick; Ranger; Rogue,,PHB; TCE; XPHB,classic-or-other; one,11,data/class/class-bard.json,/classFeature/6/name,class-feature: Expertise,專精,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,專精,5eclone.pingstudio.tw (legacy exact ENG_name match)
Extra Attack,class-feature,Barbarian; Fighter; Monk; Paladin; Ranger; Warrior Sidekick,,PHB; TCE; XPHB,classic-or-other; one,11,data/class/class-barbarian.json,/classFeature/7/name,class-feature: Extra Attack,額外攻擊,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,額外攻擊,5eclone.pingstudio.tw (legacy exact ENG_name match)
Extra Attack (2),class-feature,Fighter,,PHB,classic-or-other,1,data/class/class-fighter.json,/classFeature/12/name,class-feature: Extra Attack (2),額外攻擊(2),,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,額外攻擊(2),5eclone.pingstudio.tw (legacy exact ENG_name match)
Extra Attack (3),class-feature,Fighter,,PHB,classic-or-other,1,data/class/class-fighter.json,/classFeature/22/name,class-feature: Extra Attack (3),額外攻擊(3),,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,額外攻擊(3),5eclone.pingstudio.tw (legacy exact ENG_name match)
Extra Attack Improvement,class-feature,Warrior Sidekick,,TCE,classic-or-other,1,data/class/class-sidekick.json,/classFeature/42/name,class-feature: Extra Attack Improvement,額外攻擊強化,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,額外攻擊強化,5eclone.pingstudio.tw (legacy exact ENG_name match)
Faithful Steed,class-feature,Paladin,,XPHB,one,1,data/class/class-paladin.json,/classFeature/34/name,class-feature: Faithful Steed,,,pending,,0.50,,信實坐騎,shuaishuaidnd.cn + OpenCC s2twp
Fast Movement,class-feature,Barbarian,,PHB; XPHB,classic-or-other; one,2,data/class/class-barbarian.json,/classFeature/8/name,class-feature: Fast Movement,快速移動,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,快速移動,5eclone.pingstudio.tw (legacy exact ENG_name match)
Favored Enemy,class-feature,Ranger,,PHB; XPHB,classic-or-other; one,2,data/class/class-ranger.json,/classFeature/1/name,class-feature: Favored Enemy,宿敵,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,宿敵,5eclone.pingstudio.tw (legacy exact ENG_name match)
Favored Enemy and Natural Explorer improvements,class-feature,Ranger,,PHB,classic-or-other,1,data/class/class-ranger.json,/classFeature/14/name,class-feature: Favored Enemy and Natural Explorer improvements,宿敵和自然探索者強化,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,宿敵和自然探索者強化,5eclone.pingstudio.tw (legacy exact ENG_name match)
Favored Enemy improvement,class-feature,Ranger,,PHB,classic-or-other,1,data/class/class-ranger.json,/classFeature/24/name,class-feature: Favored Enemy improvement,宿敵強化,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,宿敵強化,5eclone.pingstudio.tw (legacy exact ENG_name match)
Favored Foe,class-feature,Ranger,,TCE,classic-or-other,1,data/class/class-ranger.json,/classFeature/2/name,class-feature: Favored Foe,夙敵,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,夙敵,5eclone.pingstudio.tw (legacy exact ENG_name match)
Feral Instinct,class-feature,Barbarian,,PHB; XPHB,classic-or-other; one,2,data/class/class-barbarian.json,/classFeature/10/name,class-feature: Feral Instinct,野性直覺,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,野性直覺,5eclone.pingstudio.tw (legacy exact ENG_name match)
Feral Senses,class-feature,Ranger,,PHB; XPHB,classic-or-other; one,2,data/class/class-ranger.json,/classFeature/28/name,class-feature: Feral Senses,野性感官,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,野性感官,5eclone.pingstudio.tw (legacy exact ENG_name match)
Fighter Subclass,class-feature,Fighter,,XPHB,one,1,data/class/class-fighter.json,/classFeature/28/name,class-feature: Fighter Subclass,,,pending,,0.50,,戰士子職,shuaishuaidnd.cn + OpenCC s2twp
Fighting Style,class-feature,Fighter; Paladin; Ranger,,PHB; XPHB,classic-or-other; one,6,data/class/class-fighter.json,/classFeature/0/name,class-feature: Fighting Style,戰鬥風格,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,戰鬥風格,5eclone.pingstudio.tw (legacy exact ENG_name match)
Flash of Genius,class-feature,Artificer,,EFA; TCE,classic-or-other,2,data/class/class-artificer.json,/classFeature/7/name,class-feature: Flash of Genius,靈光一閃,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,靈光一閃,5eclone.pingstudio.tw (legacy exact ENG_name match)
Flexible Casting,class-feature,Sorcerer,,PHB,classic-or-other,1,data/class/class-sorcerer.json,/classFeature/2/name,class-feature: Flexible Casting,易變施法,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,易變施法,5eclone.pingstudio.tw (legacy exact ENG_name match)
Flurry of Blows,class-feature,Monk,,PHB; XPHB,classic-or-other; one,2,data/class/class-monk.json,/classFeature/3/name,class-feature: Flurry of Blows,疾風連擊,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,疾風連擊,5eclone.pingstudio.tw (legacy exact ENG_name match)
Focused Aim,class-feature,Monk,,TCE,classic-or-other,1,data/class/class-monk.json,/classFeature/15/name,class-feature: Focused Aim,凝神聚氣,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,凝神聚氣,5eclone.pingstudio.tw (legacy exact ENG_name match)
Focused Casting,class-feature,Spellcaster Sidekick,,TCE,classic-or-other,1,data/class/class-sidekick.json,/classFeature/28/name,class-feature: Focused Casting,專注施法,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,專注施法,5eclone.pingstudio.tw (legacy exact ENG_name match)
Foe Slayer,class-feature,Ranger,,PHB; XPHB,classic-or-other; one,2,data/class/class-ranger.json,/classFeature/30/name,class-feature: Foe Slayer,衆敵屠戮,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,衆敵屠戮,5eclone.pingstudio.tw (legacy exact ENG_name match)
Font of Inspiration,class-feature,Bard,,PHB; XPHB,classic-or-other; one,2,data/class/class-bard.json,/classFeature/10/name,class-feature: Font of Inspiration,激勵涌泉,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,激勵涌泉,5eclone.pingstudio.tw (legacy exact ENG_name match)
Font of Magic,class-feature,Sorcerer,,PHB; XPHB,classic-or-other; one,2,data/class/class-sorcerer.json,/classFeature/3/name,class-feature: Font of Magic,魔力泉涌,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,魔力泉涌,5eclone.pingstudio.tw (legacy exact ENG_name match)
Greater Divine Intervention,class-feature,Cleric,,XPHB,one,1,data/class/class-cleric.json,/classFeature/45/name,class-feature: Greater Divine Intervention,,,pending,,0.50,,進階神聖干預,shuaishuaidnd.cn + OpenCC s2twp
Heightened Focus,class-feature,Monk,,XPHB,one,1,data/class/class-monk.json,/classFeature/56/name,class-feature: Heightened Focus,,,pending,,0.50,,升階專注,shuaishuaidnd.cn + OpenCC s2twp
Helpful,class-feature,Expert Sidekick,,TCE,classic-or-other,1,data/class/class-sidekick.json,/classFeature/1/name,class-feature: Helpful,好幫手,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,好幫手,5eclone.pingstudio.tw (legacy exact ENG_name match)
Hide in Plain Sight,class-feature,Ranger,,PHB,classic-or-other,1,data/class/class-ranger.json,/classFeature/19/name,class-feature: Hide in Plain Sight,避人耳目,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,避人耳目,5eclone.pingstudio.tw (legacy exact ENG_name match)
Improved Blessed Strikes,class-feature,Cleric,,XPHB,one,1,data/class/class-cleric.json,/classFeature/41/name,class-feature: Improved Blessed Strikes,,,pending,,0.50,,精通受祝擊,shuaishuaidnd.cn + OpenCC s2twp
Improved Brutal Strike,class-feature,Barbarian,,XPHB,one,2,data/class/class-barbarian.json,/classFeature/43/name,class-feature: Improved Brutal Strike,,,pending,,0.50,,強化兇蠻打擊,shuaishuaidnd.cn + OpenCC s2twp
Improved Critical,class-feature,Warrior Sidekick,,TCE,classic-or-other,1,data/class/class-sidekick.json,/classFeature/33/name,class-feature: Improved Critical,強化重擊,精通重擊,conflict,5eclone.pingstudio.tw (preferred candidate); project glossary alternatives,0.65,5eclone candidate is listed first; alternatives require user approval.,強化重擊,5eclone.pingstudio.tw (preferred candidate); project glossary alternatives
Improved Cunning Strike,class-feature,Rogue,,XPHB,one,1,data/class/class-rogue.json,/classFeature/42/name,class-feature: Improved Cunning Strike,,,pending,,0.50,,進階詭詐打擊,shuaishuaidnd.cn + OpenCC s2twp
Improved Defense,class-feature,Warrior Sidekick,,TCE,classic-or-other,1,data/class/class-sidekick.json,/classFeature/38/name,class-feature: Improved Defense,精通防禦,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,精通防禦,5eclone.pingstudio.tw (legacy exact ENG_name match)
Improved Divine Smite,class-feature,Paladin,,PHB,classic-or-other,1,data/class/class-paladin.json,/classFeature/16/name,class-feature: Improved Divine Smite,強化至聖斬,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,強化至聖斬,5eclone.pingstudio.tw (legacy exact ENG_name match)
Improved Elemental Fury,class-feature,Druid,,XPHB,one,1,data/class/class-druid.json,/classFeature/37/name,class-feature: Improved Elemental Fury,,,pending,,0.50,,元素狂怒,shuaishuaidnd.cn + OpenCC s2twp
Indomitable,class-feature,Fighter; Warrior Sidekick,,PHB; TCE; XPHB,classic-or-other; one,5,data/class/class-fighter.json,/classFeature/10/name,class-feature: Indomitable,不屈,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,不屈,5eclone.pingstudio.tw (legacy exact ENG_name match)
Indomitable (three uses),class-feature,Fighter,,PHB,classic-or-other,1,data/class/class-fighter.json,/classFeature/19/name,class-feature: Indomitable (three uses),不屈(3次),,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,不屈(3次),5eclone.pingstudio.tw (legacy exact ENG_name match)
Indomitable (two uses),class-feature,Fighter,,PHB,classic-or-other,1,data/class/class-fighter.json,/classFeature/14/name,class-feature: Indomitable (two uses),不屈(2次),,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,不屈(2次),5eclone.pingstudio.tw (legacy exact ENG_name match)
Indomitable Improvement,class-feature,Warrior Sidekick,,TCE,classic-or-other,1,data/class/class-sidekick.json,/classFeature/44/name,class-feature: Indomitable Improvement,不屈強化,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,不屈強化,5eclone.pingstudio.tw (legacy exact ENG_name match)
Indomitable Might,class-feature,Barbarian,,PHB; XPHB,classic-or-other; one,2,data/class/class-barbarian.json,/classFeature/22/name,class-feature: Indomitable Might,不屈勇武,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,不屈勇武,5eclone.pingstudio.tw (legacy exact ENG_name match)
Infuse Item,class-feature,Artificer,,TCE,classic-or-other,1,data/class/class-artificer.json,/classFeature/22/name,class-feature: Infuse Item,物品注法,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,物品注法,5eclone.pingstudio.tw (legacy exact ENG_name match)
Infusions Known,class-feature,Artificer,,TCE,classic-or-other,1,data/class/class-artificer.json,/classFeature/23/name,class-feature: Infusions Known,已知注法,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,已知注法,5eclone.pingstudio.tw (legacy exact ENG_name match)
Innate Sorcery,class-feature,Sorcerer,,XPHB,one,1,data/class/class-sorcerer.json,/classFeature/20/name,class-feature: Innate Sorcery,,,pending,,0.50,,先天術法,shuaishuaidnd.cn + OpenCC s2twp
Inspiring Help,class-feature,Expert Sidekick,,TCE,classic-or-other,1,data/class/class-sidekick.json,/classFeature/10/name,class-feature: Inspiring Help,鼓舞協助,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,鼓舞協助,5eclone.pingstudio.tw (legacy exact ENG_name match)
Inspiring Help Improvement,class-feature,Expert Sidekick,,TCE,classic-or-other,1,data/class/class-sidekick.json,/classFeature/17/name,class-feature: Inspiring Help Improvement,,,pending,,0.50,,鼓舞協助增效,shuaishuaidnd.cn + OpenCC s2twp
Instinctive Pounce,class-feature,Barbarian,,TCE; XPHB,classic-or-other; one,2,data/class/class-barbarian.json,/classFeature/11/name,class-feature: Instinctive Pounce,直覺猛撲,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,直覺猛撲,5eclone.pingstudio.tw (legacy exact ENG_name match)
Jack of All Trades,class-feature,Bard,,PHB; XPHB,classic-or-other; one,2,data/class/class-bard.json,/classFeature/2/name,class-feature: Jack of All Trades,全能高手,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,全能高手,5eclone.pingstudio.tw (legacy exact ENG_name match)
Ki,class-feature,Monk,,PHB,classic-or-other,1,data/class/class-monk.json,/classFeature/4/name,class-feature: Ki,氣,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,氣,5eclone.pingstudio.tw (legacy exact ENG_name match)
Ki-Empowered Strikes,class-feature,Monk,,PHB,classic-or-other,1,data/class/class-monk.json,/classFeature/17/name,class-feature: Ki-Empowered Strikes,真氣駐拳,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,真氣駐拳,5eclone.pingstudio.tw (legacy exact ENG_name match)
Ki-Fueled Attack,class-feature,Monk,,TCE,classic-or-other,1,data/class/class-monk.json,/classFeature/9/name,class-feature: Ki-Fueled Attack,馭氣以擊,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,馭氣以擊,5eclone.pingstudio.tw (legacy exact ENG_name match)
Knock Out (Cost: 6d6),class-feature,Rogue,,XPHB,one,1,data/class/class-rogue.json,/classFeature/47/name,class-feature: Knock Out (Cost: 6d6),,,pending,,0.50,,擊昏（花費：6d6）,shuaishuaidnd.cn + OpenCC s2twp
Land's Stride,class-feature,Ranger,,PHB,classic-or-other,1,data/class/class-ranger.json,/classFeature/17/name,class-feature: Land's Stride,大地行者,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,大地行者,5eclone.pingstudio.tw (legacy exact ENG_name match)
Lay on Hands,class-feature,Paladin,,PHB; XPHB,classic-or-other; one,2,data/class/class-paladin.json,/classFeature/1/name,class-feature: Lay on Hands,聖療,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,聖療,5eclone.pingstudio.tw (legacy exact ENG_name match)
Magic Item Adept,class-feature,Artificer,,EFA; TCE,classic-or-other,2,data/class/class-artificer.json,/classFeature/10/name,class-feature: Magic Item Adept,魔法物品熟稔,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,魔法物品熟稔,5eclone.pingstudio.tw (legacy exact ENG_name match)
