english,category,zh_tw,alternative_zh_tw,source,status,lock,notes
Psionic Mastery (2/Day),classFeature,靈能精通（1/日）,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Psionic Mastery (3/Day),classFeature,靈能精通（3/日）,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Psionic Mastery (4/Day),classFeature,靈能精通（4/日）,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Psionics,classFeature,靈能,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Purity of Body,classFeature,百病不侵,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Quickened Healing,classFeature,加速癒合,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Radiant Strikes,classFeature,光耀打擊,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Rage,classFeature,狂暴,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Ranger Archetype,classFeature,遊俠範型,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Ranger Archetype feature,classFeature,遊俠範型能力,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Ranger Subclass,classFeature,遊俠子職,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Reckless Attack,classFeature,魯莽攻擊,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Relentless Hunter,classFeature,永恆追獵,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Relentless Rage,classFeature,頑強狂暴,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Reliable Talent,classFeature,可靠才能,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Replicate Magic Item,classFeature,仿製魔法物品,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Restoring Touch,classFeature,復原之觸,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Ritual Adept,classFeature,儀式學家,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Rogue Subclass,classFeature,遊蕩者子職,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Roguish Archetype,classFeature,遊蕩者範型,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Roguish Archetype feature,classFeature,遊蕩者範型能力,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Roving,classFeature,越野,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Sacred Oath,classFeature,神聖誓言,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Sacred Oath feature,classFeature,神聖誓言能力,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Scholar,classFeature,學者,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Sear Undead,classFeature,灼淨亡靈,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Second Wind,classFeature,回氣,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Second Wind Improvement,classFeature,回氣強化,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Self-Restoration,classFeature,返本還元,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Sharp Mind,classFeature,明銳心智,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Sidekick Class,classFeature,協力者職業,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Signature Spells,classFeature,招牌法術,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Slippery Mind,classFeature,靈活心智,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Slow Fall,classFeature,輕身墜,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Sneak Attack,classFeature,偷襲,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Song of Rest (d10),classFeature,紓壓曲(d10),,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Song of Rest (d12),classFeature,紓壓曲(d12),,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Song of Rest (d6),classFeature,休憩曲(d6),,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Song of Rest (d8),classFeature,紓壓曲(d8),,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Sorcerer Subclass,classFeature,術士子職,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Sorcerous Origin,classFeature,術法起源,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Sorcerous Origin feature,classFeature,術法起源能力,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Sorcerous Restoration,classFeature,術法復原,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Sorcerous Versatility,classFeature,術法變換,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Sorcery Incarnate,classFeature,術法化身,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Sorcery Points,classFeature,術法點,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Soul of Artifice,classFeature,奇械之魂,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Spell Mastery,classFeature,法術精通,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Spell-Storing Item,classFeature,儲法物品,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Spellcasting,classFeature,施法,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Spellcasting Focus,classFeature,施法法器,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Steady Aim,classFeature,手穩就準,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Step of the Wind,classFeature,疾步如風,飛檐走壁,shuaishuaidnd.cn + OpenCC s2twp,approved,true,
Stillness of Mind,classFeature,心頭滅卻,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Strength of Mind,classFeature,心智之力,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Stroke of Luck,classFeature,幸運一擊,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Studied Attacks,classFeature,究明攻擊,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Stunning Strike,classFeature,震懾拳,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Subclass feature,classFeature,子職特性,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Subclass Feature,classFeature,子職業能力,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Superior Defense,classFeature,無懈可擊,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Superior Inspiration,classFeature,卓越激勵,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Tactical Master,classFeature,戰術主宰,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Tactical Mind,classFeature,戰術思維,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Tactical Shift,classFeature,戰術轉進,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Telepathy,classFeature,心靈感應,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Thaumaturge,classFeature,奇術使,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
The Right Tool for the Job,classFeature,稱手工具,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Thieves' Cant,classFeature,盜賊黑話,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Three Extra Attacks,classFeature,額外攻擊（三）,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Timeless Body,classFeature,不朽身軀,不老身軀,5eclone.pingstudio.tw (preferred candidate); project glossary alternatives,approved,true,User approved the first listed candidate; may revise later.
Tinker's Magic,classFeature,修補匠的魔法,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Tireless,classFeature,不知疲倦,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Tongue of the Sun and Moon,classFeature,天語通,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Tool Expertise,classFeature,工具專精,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Trip (Cost: 1d6),classFeature,摔絆（花費：1d6）,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Turn Undead,classFeature,驅散不死,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Two Extra Attacks,classFeature,額外攻擊（二）,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Unarmored Defense,classFeature,無甲防禦,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Unarmored Movement,classFeature,無甲移動,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Unarmored Movement improvement,classFeature,無甲移動強化,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Uncanny Dodge,classFeature,直覺閃避,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Uncanny Metabolism,classFeature,運轉周天,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Using a Discipline,classFeature,使用靈術,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Vanish,classFeature,無蹤步,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Warden,classFeature,衛士,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Warlock Subclass,classFeature,魔契師子職,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Weapon Mastery,classFeature,武器精通,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Wild Companion,classFeature,荒野夥伴,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Wild Resurgence,classFeature,荒野復甦,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Wild Shape,classFeature,荒野形態,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Wild Shape Improvement,classFeature,荒野形態強化,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Withdraw (Cost: 1d6),classFeature,撤步（花費：1d6）,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Wizard Subclass,classFeature,法師子職,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Words of Creation,classFeature,創生聖言,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Arcane Tradition,classLabel,奧法學派,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Artificer Specialist,classLabel,奇械師專業,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Artificer Subclass,classLabel,奇械師子職,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Barbarian Subclass,classLabel,野蠻人子職,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
